rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1501804319940496493,,0,,1499216208,771947861,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.00013123044168440517, -3.704043155037185e-06, 0.0, -3.704043155037185e-06, 0.00013650634561424333, 0.0, 0.0, 0.0, 9.906187340985788e-07]",3
1501804319967936630,,1,,1499216208,771947861,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.00013123044168440517, -3.704043155037185e-06, 0.0, -3.704043155037185e-06, 0.00013650634561424333, 0.0, 0.0, 0.0, 9.906187340985788e-07]",3
1501804319999445495,,2,,1499216208,771947861,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.00013123044168440517, -3.704043155037185e-06, 0.0, -3.704043155037185e-06, 0.00013650634561424333, 0.0, 0.0, 0.0, 9.906187340985788e-07]",3
1501804320040637225,,3,,1499216208,873135090,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.00030386136044384317, -8.819818189563028e-06, 0.0, -8.819818189563028e-06, 0.00031642398768631834, 0.0, 0.0, 0.0, 0.00010218811199392868]",3
1501804320071994075,,4,,1499216208,873135090,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.00030386136044384317, -8.819818189563028e-06, 0.0, -8.819818189563028e-06, 0.00031642398768631834, 0.0, 0.0, 0.0, 0.00010218811199392868]",3
1501804320103074233,,5,,1499216208,873135090,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.00030386136044384317, -8.819818189563028e-06, 0.0, -8.819818189563028e-06, 0.00031642398768631834, 0.0, 0.0, 0.0, 0.00010218811199392868]",3
1501804320137559238,,6,,1499216208,964916945,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.000645590833858869, -1.3302135697374699e-05, 0.0, -1.3302135697374753e-05, 0.0006645379106243165, 0.0, 0.0, 0.0, 9.957541842289254e-07]",3
1501804320172757538,,7,,1499216208,964916945,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.000645590833858869, -1.3302135697374699e-05, 0.0, -1.3302135697374753e-05, 0.0006645379106243165, 0.0, 0.0, 0.0, 9.957541842289254e-07]",3
1501804320203585832,,8,,1499216208,964916945,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.000645590833858869, -1.3302135697374699e-05, 0.0, -1.3302135697374753e-05, 0.0006645379106243165, 0.0, 0.0, 0.0, 9.957541842289254e-07]",3
1501804320234288882,,9,,1499216209,66241741,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0008353194339831855, -2.0399845495666202e-05, 0.0, -2.0399845495666202e-05, 0.0008643762296288606, 0.0, 0.0, 0.0, 9.903223512225892e-07]",3
1501804320267747121,,10,,1499216209,66241741,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0008353194339831855, -2.0399845495666202e-05, 0.0, -2.0399845495666202e-05, 0.0008643762296288606, 0.0, 0.0, 0.0, 9.903223512225892e-07]",3
1501804320306319501,,11,,1499216209,66241741,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0008353194339831855, -2.0399845495666202e-05, 0.0, -2.0399845495666202e-05, 0.0008643762296288606, 0.0, 0.0, 0.0, 9.903223512225892e-07]",3
1501804320337898324,,12,,1499216209,169240475,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0010392599425273694, -2.460120128672976e-05, 0.0, -2.4601201286729814e-05, 0.001074300996077431, 0.0, 0.0, 0.0, 9.904761624196991e-07]",3
1501804320366346245,,13,,1499216209,169240475,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0010392599425273694, -2.460120128672976e-05, 0.0, -2.4601201286729814e-05, 0.001074300996077431, 0.0, 0.0, 0.0, 9.904761624196991e-07]",3
1501804320407951225,,14,,1499216209,169240475,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0010392599425273694, -2.460120128672976e-05, 0.0, -2.4601201286729814e-05, 0.001074300996077431, 0.0, 0.0, 0.0, 9.904761624196991e-07]",3
1501804320439870544,,15,,1499216209,270854473,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0012945704014717396, -3.120688531051076e-05, 0.0, -3.120688531051076e-05, 0.0013390203503401352, 0.0, 0.0, 0.0, 0.00010261482564999815]",3
1501804320467813247,,16,,1499216209,270854473,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0012945704014717396, -3.120688531051076e-05, 0.0, -3.120688531051076e-05, 0.0013390203503401352, 0.0, 0.0, 0.0, 0.00010261482564999815]",3
1501804320498395412,,17,,1499216209,270854473,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0012945704014717396, -3.120688531051076e-05, 0.0, -3.120688531051076e-05, 0.0013390203503401352, 0.0, 0.0, 0.0, 0.00010261482564999815]",3
1501804320540041587,,18,,1499216209,361965895,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0016231263406827603, -3.505366041010253e-05, 0.0, -3.505366041010253e-05, 0.0016730554956553127, 0.0, 0.0, 0.0, 9.957377511120272e-07]",3
1501804320571432733,,19,,1499216209,361965895,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0016231263406827603, -3.505366041010253e-05, 0.0, -3.505366041010253e-05, 0.0016730554956553127, 0.0, 0.0, 0.0, 9.957377511120272e-07]",3
1501804320599574369,,20,,1499216209,361965895,gps,,2,0,27.3856818838,-82.5593177527,-15.6012572208,"[0.0016231263406827603, -3.505366041010253e-05, 0.0, -3.505366041010253e-05, 0.0016730554956553127, 0.0, 0.0, 0.0, 9.957377511120272e-07]",3
