rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1501806805521499691,,0,,1499216208,561843157,gps,,2,0,27.3856818838,-82.5593177527,-15.6012596958,"[3.2589912484459815, 0.007310320750054222, 0.0, 0.007310320750054222, 3.25660870822825, 0.0, 0.0, 0.0, 9.644823247619481e-07]",3
1501806805552205964,,1,,1499216208,664504051,gps,,2,0,27.3856819081,-82.5593177754,-15.6012596958,"[3.230158347388752, 0.0068271561259196645, 0.0, 0.0068271561259196645, 3.2279297690759554, 0.0, 0.0, 0.0, 9.68810061641547e-07]",3
1501806805586486700,,2,,1499216208,664504051,gps,,2,0,27.3856819081,-82.5593177754,-15.6012596958,"[3.230158347388752, 0.0068271561259196645, 0.0, 0.0068271561259196645, 3.2279297690759554, 0.0, 0.0, 0.0, 9.68810061641547e-07]",3
1501806805617862825,,3,,1499216208,739483118,gps,,2,0,27.3856819328,-82.5593177977,-15.6012596958,"[3.3052006839383337, 0.006872591405151285, 0.0, 0.006872591405151285, 3.3029555050260693, 0.0, 0.0, 0.0, 3.318768423215824e-07]",3
1501806805645111451,,4,,1499216208,739483118,gps,,2,0,27.3856819328,-82.5593177977,-15.6012596958,"[3.3052006839383337, 0.006872591405151285, 0.0, 0.006872591405151285, 3.3029555050260693, 0.0, 0.0, 0.0, 3.318768423215824e-07]",3
1501806805685148082,,5,,1499216208,739483118,gps,,2,0,27.3856819328,-82.5593177977,-15.6012596958,"[3.3052006839383337, 0.006872591405151285, 0.0, 0.006872591405151285, 3.3029555050260693, 0.0, 0.0, 0.0, 3.318768423215824e-07]",3
1501806805716464040,,6,,1499216208,862006664,gps,,2,0,27.385681994,-82.5593178545,-15.6012596958,"[3.428434623918047, 0.007149621122080729, 0.0, 0.007149621122080507, 3.4260773249826553, 0.0, 0.0, 0.0, 9.919264063516271e-07]",3
1501806805747425452,,7,,1499216208,862006664,gps,,2,0,27.385681994,-82.5593178545,-15.6012596958,"[3.428434623918047, 0.007149621122080729, 0.0, 0.007149621122080507, 3.4260773249826553, 0.0, 0.0, 0.0, 9.919264063516271e-07]",3
1501806805787917968,,8,,1499216208,862006664,gps,,2,0,27.385681994,-82.5593178545,-15.6012596958,"[3.428434623918047, 0.007149621122080729, 0.0, 0.007149621122080507, 3.4260773249826553, 0.0, 0.0, 0.0, 9.919264063516271e-07]",3
1501806805819497525,,9,,1499216208,975320101,gps,,2,0,27.385682037,-82.5593178946,-15.6012596958,"[3.541871135959315, 0.007236213517892054, 0.0, 0.007236213517891832, 3.5394827336639905, 0.0, 0.0, 0.0, 3.2436212002849783e-07]",3
1501806805849963333,,10,,1499216208,975320101,gps,,2,0,27.385682037,-82.5593178946,-15.6012596958,"[3.541871135959315, 0.007236213517892054, 0.0, 0.007236213517891832, 3.5394827336639905, 0.0, 0.0, 0.0, 3.2436212002849783e-07]",3
1501806805880135566,,11,,1499216208,975320101,gps,,2,0,27.385682037,-82.5593178946,-15.6012596958,"[3.541871135959315, 0.007236213517892054, 0.0, 0.007236213517891832, 3.5394827336639905, 0.0, 0.0, 0.0, 3.2436212002849783e-07]",3
1501806805912378641,,12,,1499216208,975320101,gps,,2,0,27.385682037,-82.5593178946,-15.6012596958,"[3.541871135959315, 0.007236213517892054, 0.0, 0.007236213517891832, 3.5394827336639905, 0.0, 0.0, 0.0, 3.2436212002849783e-07]",3
1501806805954712393,,13,,1499216209,98273277,gps,,2,0,27.3856821131,-82.5593179648,-15.6012596958,"[3.6651104552438354, 0.007389058247263769, 0.0, 0.007389058247263769, 3.6626635945656654, 0.0, 0.0, 0.0, 0.00012328263504821847]",3
1501806805983369076,,14,,1499216209,98273277,gps,,2,0,27.3856821131,-82.5593179648,-15.6012596958,"[3.6651104552438354, 0.007389058247263769, 0.0, 0.007389058247263769, 3.6626635945656654, 0.0, 0.0, 0.0, 0.00012328263504821847]",3
1501806806014647750,,15,,1499216209,160481215,gps,,2,0,27.3856821152,-82.5593179673,-15.6012596958,"[3.7276469259598293, 0.007572232913847454, 0.0, 0.007572232913847454, 3.7251245444592227, 0.0, 0.0, 0.0, 7.104797264442444e-07]",3
1501806806057668192,,16,,1499216209,160481215,gps,,2,0,27.3856821152,-82.5593179673,-15.6012596958,"[3.7276469259598293, 0.007572232913847454, 0.0, 0.007572232913847454, 3.7251245444592227, 0.0, 0.0, 0.0, 7.104797264442444e-07]",3
1501806806086072279,,17,,1499216209,160481215,gps,,2,0,27.3856821152,-82.5593179673,-15.6012596958,"[3.7276469259598293, 0.007572232913847454, 0.0, 0.007572232913847454, 3.7251245444592227, 0.0, 0.0, 0.0, 7.104797264442444e-07]",3
1501806806115815663,,18,,1499216209,261655331,gps,,2,0,27.3856821571,-82.5593180062,-15.6012596958,"[3.8289460741064887, 0.00766079500298078, 0.0, 0.007660795002980558, 3.82639196242363, 0.0, 0.0, 0.0, 9.902813406178721e-07]",3
1501806806146541099,,19,,1499216209,261655331,gps,,2,0,27.3856821571,-82.5593180062,-15.6012596958,"[3.8289460741064887, 0.00766079500298078, 0.0, 0.007660795002980558, 3.82639196242363, 0.0, 0.0, 0.0, 9.902813406178721e-07]",3
1501806806178718475,,20,,1499216209,261655331,gps,,2,0,27.3856821571,-82.5593180062,-15.6012596958,"[3.8289460741064887, 0.00766079500298078, 0.0, 0.007660795002980558, 3.82639196242363, 0.0, 0.0, 0.0, 9.902813406178721e-07]",3
1501806806219258558,,21,,1499216209,354598045,gps,,2,0,27.3856821949,-82.5593180407,-15.6012596958,"[3.9219942878439893, 0.00773975445569719, 0.0, 0.007739754455696968, 3.9194082202670217, 0.0, 0.0, 0.0, 3.3215474839629933e-07]",3
1501806806249973086,,22,,1499216209,364931107,gps,,2,0,27.3856821936,-82.5593180401,-15.6012596958,"[3.9323516203153677, 0.007758852004785988, 0.0, 0.007758852004785988, 3.929757333761132, 0.0, 0.0, 0.0, 9.142753199929225e-07]",3
1501806806279793713,,23,,1499216209,364931107,gps,,2,0,27.3856821936,-82.5593180401,-15.6012596958,"[3.9323516203153677, 0.007758852004785988, 0.0, 0.007758852004785988, 3.929757333761132, 0.0, 0.0, 0.0, 9.142753199929225e-07]",3
1501806806311394882,,24,,1499216209,364931107,gps,,2,0,27.3856821936,-82.5593180401,-15.6012596958,"[3.9323516203153677, 0.007758852004785988, 0.0, 0.007758852004785988, 3.929757333761132, 0.0, 0.0, 0.0, 9.142753199929225e-07]",3
1501806806352331703,,25,,1499216209,468064308,gps,,2,0,27.3856822377,-82.5593180813,-15.6012596958,"[4.035615162381206, 0.007856650213190042, 0.0, 0.007856650213190264, 4.032983523077237, 0.0, 0.0, 0.0, 9.904814641304956e-07]",3
1501806806382939997,,26,,1499216209,468064308,gps,,2,0,27.3856822377,-82.5593180813,-15.6012596958,"[4.035615162381206, 0.007856650213190042, 0.0, 0.007856650213190264, 4.032983523077237, 0.0, 0.0, 0.0, 9.904814641304956e-07]",3
1501806806413941116,,27,,1499216209,468064308,gps,,2,0,27.3856822377,-82.5593180813,-15.6012596958,"[4.035615162381206, 0.007856650213190042, 0.0, 0.007856650213190264, 4.032983523077237, 0.0, 0.0, 0.0, 9.904814641304956e-07]",3
1501806806454482892,,28,,1499216209,586394072,gps,,2,0,27.3856822818,-82.5593181226,-15.6012596958,"[4.154076372775336, 0.0079559198771193, 0.0, 0.0079559198771193, 4.151405735542309, 0.0, 0.0, 0.0, 3.2729803389227995e-07]",3
